,title,locateName,totalPrice,unitPrice,houseInfo,followInfo,tags,url
58,体育场西街2号 3室2厅 西,"['体育场西街2号 ', '彭州']",32,"2,850元/平",3室2厅 | 112.32平米 | 西 | 简装 | 高楼层(共6层)  | 平房,1人关注 / 一年前发布,"['VR看装修', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106114039787.html
59,牡丹名城 3室2厅 南,"['牡丹名城 ', '彭州']",103,"10,191元/平",3室2厅 | 101.07平米 | 南 | 精装 | 低楼层(共22层) | 2018年 | 板塔结合,2人关注 / 4个月以前发布,"['VR看装修', '房本满两年', '随时看房']",https://cd.lianjia.com/ershoufang/106117043627.html
60,朋城远界 3室2厅 西南,"['朋城远界 ', '彭州']",87.5,"6,643元/平",3室2厅 | 131.73平米 | 西南 | 精装 | 中楼层(共23层)  | 塔楼,0人关注 / 3个月以前发布,"['VR房源', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106117209107.html
61,新生小区 3室2厅 南,"['新生小区 ', '彭州']",37.8,"3,479元/平",3室2厅 | 108.66平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,3人关注 / 4个月以前发布,"['VR看装修', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106116991365.html
62,置信逸都丹郡C区 3室2厅 东北,"['置信逸都丹郡C区 ', '彭州']",82,"6,442元/平",3室2厅 | 127.29平米 | 东北 | 精装 | 高楼层(共11层)  | 暂无数据,4人关注 / 9个月以前发布,"['VR看装修', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106115077861.html
63,中节能新时代广场 3室2厅 东南,"['中节能新时代广场 ', '彭州']",83,"8,261元/平",3室2厅 | 100.48平米 | 东南 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 7个月以前发布,"['VR看装修', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106115886246.html
64,昌建星悦城 2室2厅 南,"['昌建星悦城 ', '彭州']",59.8,"7,607元/平",2室2厅 | 78.62平米 | 南 | 精装 | 中楼层(共32层) | 2015年 | 板塔结合,2人关注 / 4个月以前发布,"['VR看装修', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106117063452.html
65,德坤汀城 2室2厅 东南,"['德坤汀城 ', '彭州']",52.8,"6,996元/平",2室2厅 | 75.48平米 | 东南 | 简装 | 低楼层(共18层)  | 板楼,1人关注 / 3个月以前发布,"['VR看装修', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106117119402.html
66,碧城旺丽庄园 2室2厅 南,"['碧城旺丽庄园 ', '彭州']",46.8,"5,724元/平",2室2厅 | 81.77平米 | 南 | 简装 | 低楼层(共17层)  | 塔楼,0人关注 / 2个月以前发布,"['VR看装修', '房本满五年', '随时看房']",https://cd.lianjia.com/ershoufang/106117422573.html
67,城南佳苑 2室2厅 南,"['城南佳苑 ', '彭州']",30,"4,351元/平",2室2厅 | 68.96平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,"['VR看装修', '随时看房']",https://cd.lianjia.com/ershoufang/106115383645.html
